order_id,order_date,store_id,city,region,channel,customer_age_group,loyalty_tier,category,subcategory,unit_price,quantity,discount_rate,competitor_price,stock_level,promo_flag,holiday_flag,weather_temp_c
ORD20241103-S05-11795,2024-11-03,S05,Cologne,South,In-Store,46-60,Gold,Home,Kitchen,600.0,3,0.0,655.86,177,0,0,3.7
ORD20240627-S06-01030,2024-06-27,S06,Munich,West,In-Store,36-45,None,Electronics,Laptops,883.36,5,0.003,985.96,181,0,0,14.6
ORD20240317-S05-01071,2024-03-17,S05,Hamburg,West,In-Store,26-35,Silver,Electronics,Accessories,893.13,3,0.047,926.71,152,0,0,6.8
ORD20240224-S06-07106,2024-02-24,S06,Hamburg,South,In-Store,26-35,Bronze,Electronics,Accessories,591.48,4,0.018,579.96,148,0,0,-2.2
ORD20241019-S10-02556,2024-10-19,S10,Hamburg,South,In-Store,18-25,Silver,Clothing,Men,97.22,1,0.021,88.8,110,0,0,17.0
ORD20240610-S01-06804,2024-06-10,S01,Hamburg,South,In-Store,26-35,None,Clothing,Men,150.0,2,0.042,140.78,144,0,0,23.3
ORD20240124-S01-11443,2024-01-24,S01,Berlin,East,In-Store,26-35,Silver,Clothing,Men,150.0,5,0.013,136.74,184,0,0,-2.1
ORD20240201-S09-06412,2024-02-01,S09,Frankfurt,West,In-Store,46-60,Silver,Beauty,Haircare,17.64,4,0.031,17.62,123,0,0,1.1
ORD20240316-S08-07254,2024-03-16,S08,Frankfurt,South,Online,46-60,Silver,Electronics,Accessories,1200.0,5,0.016,1104.79,126,0,0,9.1
ORD20240115-S03-08881,2024-01-15,S03,Cologne,North,Online,36-45,None,Home,Furniture,293.39,5,0.007,282.93,187,0,0,1.0
ORD20240501-S03-04924,2024-05-01,S03,Berlin,South,In-Store,26-35,Bronze,Clothing,Accessories,100.07,5,0.034,107.98,216,0,1,17.6
ORD20240913-S04-05028,2024-09-13,S04,Frankfurt,South,In-Store,46-60,Silver,Clothing,Accessories,103.66,2,0.308,103.3,162,1,0,14.3
ORD20240108-S03-05745,2024-01-08,S03,Munich,North,In-Store,46-60,Bronze,Electronics,Accessories,368.24,2,0.042,368.23,180,0,0,0.3
ORD20240527-S06-09651,2024-05-27,S06,Munich,East,In-Store,26-35,Bronze,Grocery,Beverages,16.98,5,0.028,16.03,172,0,0,14.4
ORD20241117-S07-10206,2024-11-17,S07,Munich,East,In-Store,26-35,None,Beauty,Fragrance,51.33,3,0.151,51.82,144,1,0,10.3
ORD20240805-S07-01349,2024-08-05,S07,Cologne,North,Online,18-25,None,Grocery,Pantry,14.98,2,0.032,15.46,80,0,0,21.4
ORD20240314-S03-08781,2024-07-15,S07,Berlin,South,In-Store,26-35,Bronze,Clothing,Accessories,145.65,3,0.196,145.27,137,1,0,25.2
ORD20240811-S08-08353,2024-08-11,S08,Berlin,South,Online,46-60,Silver,Electronics,Audio,407.02,3,0.03,426.19,108,0,0,15.6
ORD20240709-S05-09749,2024-07-09,S05,Berlin,East,In-Store,36-45,Silver,Beauty,Makeup,36.92,4,0.028,33.44,107,0,0,23.6
ORD20241105-S08-05010,2024-11-05,S08,Cologne,North,In-Store,26-35,Silver,Home,Appliances,212.9,3,0.031,214.48,158,0,0,5.1
ORD20240501-S07-10825,2024-05-01,S07,Frankfurt,South,Online,26-35,None,Beauty,Skincare,84.02,4,0.02,87.58,159,0,1,12.8
ORD20240524-S10-09496,2024-05-24,S10,Berlin,North,Online,18-25,Silver,Grocery,Beverages,10.02,1,0.033,10.56,104,0,0,13.0
ORD20240703-S01-10357,2024-07-03,S01,Frankfurt,West,In-Store,36-45,Silver,Beauty,Fragrance,600.0,-6,0.041,130.01,163,0,0,27.9
ORD20240112-S09-08293,2024-01-12,S09,Cologne,South,Online,26-35,Silver,Electronics,Phones,815.04,4,0.003,773.2,146,0,0,0.2
ORD20241221-S01-06642,2024-12-21,S01,Munich,West,In-Store,18-25,None,Electronics,Laptops,813.73,5,0.024,934.59,211,0,0,2.0
ORD20240707-S08-07696,2024-07-07,S08,Hamburg,South,In-Store,36-45,Bronze,Home,Kitchen,321.87,5,0.05,369.15,183,0,0,23.3
ORD20240303-S10-03561,2024-03-03,S10,Berlin,South,In-Store,26-35,None,Grocery,Pantry,15.82,5,0.0,18.09,162,0,0,8.3
ORD20240714-S01-02765,2024-07-14,S01,Hamburg,North,In-Store,26-35,Silver,Beauty,Skincare,115.25,3,0.01,131.44,139,0,0,22.7
ORD20240122-S05-11417,2024-01-22,S05,Hamburg,East,In-Store,46-60,Silver,Clothing,Accessories,80.93,4,0.028,85.73,168,0,0,-0.9
ORD20241206-S09-02492,2024-12-06,S09,Hamburg,East,In-Store,60+,None,Electronics,Phones,961.26,2,0.03,874.92,115,0,0,-3.4
ORD20240423-S09-05348,2024-04-23,S09,Munich,North,Online,26-35,None,Home,Decor,262.04,3,0.016,293.38,159,0,0,13.8
ORD20240810-S03-11075,2024-08-10,S03,Munich,South,In-Store,36-45,None,Electronics,Phones,1155.04,3,0.024,1299.66,173,0,0,15.9
ORD20240525-S07-10152,2024-05-25,S07,Cologne,South,Online,26-35,None,Beauty,Fragrance,120.0,2,0.007,126.61,151,0,0,14.2
ORD20240813-S03-09036,2024-08-13,S03,Berlin,West,In-Store,26-35,Silver,Home,Kitchen,222.85,2,0.042,244.51,169,0,0,24.2
ORD20241230-S07-01116,2024-12-30,S07,Frankfurt,East,Online,18-25,None,Clothing,Kids,69.75,1,0.029,74.51,206,0,0,5.9
ORD20240423-S03-05766,2024-04-23,S03,Munich,West,In-Store,36-45,Gold,Electronics,Phones,774.29,5,0.006,827.62,212,0,0,13.6
ORD20241104-S03-01125,2024-11-04,S03,Munich,South,In-Store,18-25,Silver,Electronics,Audio,697.39,5,0.02,723.71,64,0,0,4.4
ORD20240503-S04-04939,2024-05-03,S04,Cologne,South,In-Store,36-45,None,Home,Appliances,480.76,1,0.017,501.46,147,0,0,16.7
ORD20240825-S06-00243,2024-08-25,S06,Frankfurt,North,In-Store,26-35,None,Home,Decor,204.08,5,0.046,206.03,91,0,0,21.8
ORD20241214-S04-03839,2024-12-14,S04,Munich,North,In-Store,26-35,None,Clothing,Accessories,150.0,1,0.042,168.46,198,0,0,3.8
ORD20240226-S04-02012,2024-02-26,S04,Berlin,East,In-Store,46-60,None,Beauty,Haircare,120.0,4,0.034,113.71,112,0,0,0.5
ORD20241201-S03-07032,2024-10-03,S06,Hamburg,North,In-Store,18-25,None,Beauty,Haircare,120.0,4,0.047,116.81,187,0,1,15.6
ORD20240313-S03-10029,2024-03-13,S03,Hamburg,North,In-Store,18-25,Bronze,Beauty,Fragrance,74.28,5,0.047,79.39,184,0,0,2.8
ORD20240927-S06-10887,2024-09-27,S06,Frankfurt,North,In-Store,46-60,None,Electronics,Audio,644.48,3,0.014,634.66,154,0,0,16.7
ORD20240603-S03-08248,2024-06-03,S03,Hamburg,North,In-Store,18-25,None,Home,Kitchen,158.34,5,0.009,164.85,130,0,0,15.6
ORD20240704-S01-01216,2024-07-04,S01,Hamburg,South,In-Store,26-35,None,Clothing,Men,43.94,4,0.036,44.1,138,0,0,18.3
ORD20241122-S03-11335,2024-11-22,S03,Cologne,South,Online,36-45,None,Beauty,Haircare,29.64,5,0.021,28.44,132,0,0,2.6
ORD20240315-S05-10875,2024-03-15,S05,Cologne,East,In-Store,26-35,Silver,Home,Furniture,173.79,3,0.004,174.28,212,0,0,1.9
ORD20240321-S07-10265,2024-03-21,S07,Hamburg,South,Online,46-60,None,Electronics,Accessories,910.17,2,0.005,1022.48,153,0,0,2.3
ORD20241201-S07-09323,2024-12-01,S07,Berlin,West,In-Store,26-35,None,Grocery,Snacks,17.91,4,0.004,16.42,178,0,0,2.2
ORD20240706-S10-02958,2024-07-06,S10,Cologne,West,In-Store,60+,None,Home,Kitchen,326.92,1,0.042,301.25,180,0,0,23.9
ORD20240205-S08-04726,2024-02-05,S08,Cologne,East,Online,36-45,None,Clothing,Women,150.0,3,0.028,145.02,132,0,0,1.6
ORD20240920-S02-06583,2024-09-20,S02,Munich,East,In-Store,26-35,Bronze,Beauty,Skincare,73.48,3,0.045,70.27,157,0,0,18.4
ORD20241012-S04-03349,2024-10-12,S04,Cologne,North,In-Store,26-35,None,Clothing,Kids,150.0,3,0.041,142.42,215,0,0,14.3
ORD20240702-S07-08516,2024-07-02,S07,Frankfurt,West,In-Store,26-35,Bronze,Clothing,Kids,98.48,2,0.066,101.4,107,1,0,20.7
ORD20240628-S10-11177,2024-06-28,S10,Cologne,South,In-Store,26-35,Silver,Electronics,Audio,370.92,5,0.024,392.65,135,0,0,16.7
ORD20241124-S03-08569,2024-11-24,S03,Frankfurt,South,Online,46-60,None,Electronics,Audio,1200.0,3,0.02,1112.89,148,0,0,7.3
ORD20240213-S03-08743,2024-02-13,S03,Munich,West,In-Store,46-60,None,Electronics,Audio,859.09,2,0.008,796.6,152,0,0,2.4
ORD20241220-S08-04363,2024-12-20,S08,Frankfurt,North,In-Store,26-35,None,Grocery,Snacks,8.58,2,0.015,8.34,122,0,0,4.7
ORD20240228-S02-11018,2024-02-28,S02,Cologne,West,In-Store,18-25,None,Grocery,Beverages,30.0,5,0.018,31.37,140,0,0,1.8
ORD20240215-S10-08611,2024-02-15,S10,Hamburg,South,Online,26-35,Gold,Grocery,Snacks,13.63,5,0.027,13.19,125,0,0,6.4
ORD20240927-S07-03848,2024-09-27,S07,Cologne,West,Online,26-35,None,Electronics,Accessories,-587.08,-4,0.046,548.21,163,0,0,15.8
ORD20240902-S01-00282,2024-09-02,S01,Berlin,West,In-Store,26-35,Silver,Grocery,Beverages,6.04,3,0.03,6.27,167,0,0,23.1
ORD20240504-S02-03985,2024-05-04,S02,Munich,West,In-Store,46-60,None,Electronics,Audio,1200.0,3,0.026,1170.97,138,0,0,18.7
ORD20240630-S10-00202,2024-06-30,S10,Munich,South,In-Store,18-25,Bronze,Grocery,Snacks,14.1,1,0.044,15.98,130,0,0,21.5
ORD20241011-S10-00401,2024-10-11,S10,Munich,North,In-Store,18-25,None,Clothing,Accessories,150.0,1,0.007,156.62,121,0,0,11.6
ORD20240526-S10-04402,2024-05-26,S10,Frankfurt,North,Online,26-35,None,Electronics,Audio,885.6,1,0.031,936.06,74,0,0,13.0
ORD20240316-S06-06173,2024-03-16,S06,Berlin,West,In-Store,36-45,None,Home,Kitchen,183.61,5,0.048,185.83,98,0,0,0.8
ORD20240705-S07-10118,2024-07-05,S07,Cologne,East,In-Store,46-60,Bronze,Clothing,Kids,62.9,5,0.231,64.11,185,1,0,25.4
ORD20241208-S09-03438,2024-12-08,S09,Hamburg,East,Online,18-25,None,Clothing,Men,150.0,1,0.01,150.98,87,0,0,4.2
ORD20240915-S09-04156,2024-09-15,S09,Hamburg,East,In-Store,26-35,Gold,Clothing,Kids,85.84,1,0.04,94.92,111,0,0,16.3
ORD20240517-S10-06224,2024-05-17,S10,Hamburg,North,Online,18-25,None,Grocery,Snacks,20.54,5,0.003,18.78,125,0,0,14.8
ORD20240414-S01-07652,2024-04-14,S01,Frankfurt,East,In-Store,46-60,None,Beauty,Makeup,77.64,2,0.001,72.11,207,0,0,9.3
ORD20240106-S01-09284,2024-01-06,S01,Frankfurt,West,In-Store,26-35,Silver,Beauty,Skincare,120.0,1,0.03,111.79,220,0,0,2.9
ORD20240925-S01-06258,2024-09-25,S01,Munich,East,In-Store,36-45,None,Home,Kitchen,312.62,3,0.027,326.86,127,0,0,22.0
ORD20240607-S08-07972,2024-06-07,S08,Hamburg,West,Online,18-25,Silver,Grocery,Snacks,30.0,4,0.03,33.92,154,0,0,22.0
ORD20240731-S09-02678,2024-07-31,S09,Berlin,South,In-Store,26-35,None,Grocery,Fresh,28.5,3,0.039,28.7,102,0,0,30.8
ORD20240518-S04-00633,2024-05-18,S04,Berlin,South,In-Store,18-25,Gold,Clothing,Accessories,109.52,5,0.343,98.8,60,1,0,16.0
ORD20240209-S07-03076,2024-02-09,S07,Berlin,South,Online,36-45,Silver,Electronics,Phones,1200.0,2,0.016,1378.87,141,0,0,-0.3
ORD20240117-S10-10009,2024-01-17,S10,Berlin,South,Online,26-35,Silver,Grocery,Beverages,19.69,2,0.036,18.92,200,0,0,4.9
ORD20240528-S02-06290,2024-05-28,S02,Hamburg,South,In-Store,18-25,Silver,Beauty,Skincare,57.94,2,0.036,66.41,94,0,0,15.0
ORD20240114-S03-04551,2024-01-14,S03,Frankfurt,North,In-Store,36-45,Silver,Home,Decor,323.37,5,0.018,370.91,143,0,0,-5.2
ORD20241102-S09-04972,2024-11-02,S09,Hamburg,North,In-Store,26-35,None,Clothing,Women,115.6,4,0.154,108.05,145,1,0,3.3
ORD20240625-S08-11979,2024-06-25,S08,Frankfurt,East,In-Store,36-45,None,Grocery,Snacks,6.98,2,0.023,7.01,120,0,0,20.1
ORD20240727-S02-08685,2024-07-27,S02,Cologne,South,In-Store,36-45,Bronze,Electronics,Laptops,500.26,4,0.018,555.28,106,0,0,18.9
ORD20241109-S01-02152,2024-11-09,S01,Hamburg,South,In-Store,46-60,None,Beauty,Skincare,28.08,2,0.026,27.88,124,0,0,0.4
ORD20240401-S10-03702,2024-04-01,S10,Berlin,South,In-Store,26-35,None,Grocery,Beverages,10.97,1,0.008,12.24,198,0,1,5.3
ORD20241009-S02-09558,2024-10-09,S02,Berlin,South,In-Store,26-35,None,Home,Appliances,218.03,3,0.338,244.7,185,1,0,7.2
ORD20240415-S05-05162,2024-04-15,S05,Hamburg,North,Online,60+,Bronze,Electronics,Laptops,330.55,5,0.024,361.67,163,0,0,6.9
ORD20241116-S04-09126,2024-11-16,S04,Berlin,North,Online,26-35,Bronze,Grocery,Snacks,15.83,1,0.002,14.79,135,0,0,8.5
ORD20240711-S06-01194,2024-07-11,S06,Cologne,West,In-Store,36-45,Bronze,Beauty,Fragrance,30.04,5,0.008,33.76,224,0,0,22.3
ORD20241208-S09-02941,2024-12-08,S09,Cologne,South,Online,46-60,Silver,Electronics,Audio,697.97,1,0.012,763.73,128,0,0,0.0
ORD20240716-S08-03110,2024-07-16,S08,Frankfurt,East,In-Store,60+,None,Beauty,Fragrance,60.49,1,0.002,59.43,126,0,0,20.6
ORD20240115-S09-04193,2024-01-15,S09,Hamburg,South,Online,26-35,Silver,Electronics,Accessories,692.22,3,0.039,716.26,123,0,0,-0.7
ORD20240222-S04-11513,2024-02-22,S04,Hamburg,South,Online,46-60,Bronze,Beauty,Haircare,41.84,4,0.033,43.51,179,0,0,-0.3
ORD20240719-S03-07648,2024-07-19,S03,Munich,South,In-Store,36-45,Gold,Electronics,Audio,879.92,3,0.008,874.41,213,0,0,24.9
ORD20240722-S09-04553,2024-07-22,S09,Cologne,East,Online,26-35,Bronze,Clothing,Kids,35.42,5,0.222,40.3,145,1,0,22.1
ORD20241113-S01-06353,2024-11-13,S01,Hamburg,South,In-Store,36-45,Bronze,Clothing,Women,92.24,1,0.044,92.42,174,0,0,2.1
ORD20240728-S04-07465,2024-07-28,S04,Hamburg,West,Online,36-45,None,Beauty,Skincare,31.73,4,0.018,34.08,127,0,0,23.6
ORD20240531-S08-07001,2024-05-31,S08,Hamburg,North,In-Store,46-60,Bronze,Grocery,Beverages,6.95,1,0.037,7.03,148,0,0,11.8
ORD20240622-S03-09644,2024-06-22,S03,Berlin,North,In-Store,26-35,None,Electronics,Accessories,178.77,4,0.05,185.05,135,0,0,22.0
ORD20240904-S05-06211,2024-09-04,S05,Cologne,West,Online,26-35,None,Grocery,Beverages,30.0,5,0.04,34.28,106,0,0,15.2
ORD20241122-S08-02470,2024-11-22,S08,Cologne,North,In-Store,46-60,Gold,Clothing,Accessories,49.06,4,0.041,51.42,121,0,0,6.6
ORD20241125-S09-10727,2024-11-25,S09,Frankfurt,North,Online,26-35,Silver,Home,Kitchen,190.65,1,0.043,175.84,184,0,0,5.1
ORD20240723-S05-05418,2024-07-23,S05,Frankfurt,East,Online,26-35,None,Electronics,Audio,988.45,5,0.016,951.64,178,0,0,22.0
ORD20241101-S03-08387,2024-11-01,S03,Cologne,North,Online,26-35,Silver,Clothing,Accessories,55.33,2,0.257,51.2,136,1,0,3.5
ORD20241202-S07-09738,2024-12-02,S07,Berlin,North,In-Store,26-35,Silver,Grocery,Beverages,18.58,2,0.316,18.27,192,1,0,3.8
ORD20240410-S05-01490,2024-04-10,S05,Frankfurt,East,In-Store,46-60,Bronze,Home,Appliances,481.18,1,0.045,479.94,195,0,0,12.8
ORD20240104-S06-09675,2024-01-04,S06,Berlin,West,Online,26-35,None,Grocery,Pantry,16.29,4,0.036,17.18,162,0,0,-0.0
ORD20240705-S02-08487,2024-07-05,S02,Frankfurt,West,In-Store,18-25,None,Home,Kitchen,148.58,1,0.014,135.23,153,0,0,18.5
ORD20241031-S01-07431,2024-10-31,S01,Hamburg,South,Online,36-45,None,Clothing,Women,78.1,3,0.028,78.73,185,0,0,11.3
ORD20240908-S02-03796,2024-09-08,S02,Berlin,East,Online,26-35,Silver,Grocery,Snacks,30.0,1,0.048,27.53,199,0,0,22.5
ORD20240301-S02-01077,2024-03-01,S02,Frankfurt,South,Online,36-45,Gold,Clothing,Accessories,108.83,4,0.017,115.41,155,0,0,6.8
ORD20240109-S10-00368,2024-01-09,S10,Frankfurt,East,In-Store,18-25,None,Grocery,Beverages,14.12,2,0.041,15.96,70,0,0,-0.4
ORD20240222-S03-02518,2024-02-22,S03,Berlin,North,In-Store,26-35,None,Home,Decor,335.12,4,0.002,384.64,124,0,0,1.1
ORD20240611-S10-03813,2024-06-11,S10,Frankfurt,West,In-Store,26-35,Bronze,Grocery,Pantry,17.56,3,0.016,17.78,25,0,0,22.5
ORD20240505-S08-07873,2024-05-05,S08,Munich,West,In-Store,46-60,Bronze,Home,Appliances,415.69,3,0.018,397.46,53,0,0,16.4
ORD20240517-S09-10433,2024-05-17,S09,Hamburg,North,Online,60+,Bronze,Beauty,Haircare,40.58,4,0.036,44.26,157,0,0,14.9
ORD20240602-S06-04658,2024-06-02,S06,Hamburg,West,In-Store,36-45,None,Grocery,Snacks,28.53,1,0.015,28.37,154,0,0,19.3
ORD20240817-S02-03691,2024-08-17,S02,Berlin,West,Online,26-35,None,Home,Kitchen,362.87,2,0.021,371.23,180,0,0,18.8
ORD20240613-S03-09642,2024-06-13,S03,Berlin,East,Online,36-45,None,Beauty,Makeup,57.08,3,0.048,58.27,109,0,0,17.3
ORD20240406-S06-11273,2024-04-06,S06,Hamburg,North,In-Store,46-60,None,Grocery,Fresh,30.0,5,0.032,29.93,158,0,0,7.9
ORD20241206-S05-03642,2024-12-06,S05,Munich,East,In-Store,36-45,None,Grocery,Fresh,20.31,1,0.023,22.31,163,0,0,2.9
ORD20240729-S01-07339,2024-07-29,S01,Berlin,East,Online,18-25,Bronze,Beauty,Haircare,103.85,4,0.009,96.14,158,0,0,22.8
ORD20240825-S01-00823,2024-08-25,S01,Frankfurt,North,Online,18-25,Bronze,Grocery,Snacks,6.18,3,0.045,6.74,230,0,0,18.5
ORD20241024-S09-05407,2024-10-24,S09,Hamburg,East,Online,46-60,Bronze,Home,Kitchen,462.42,2,0.002,500.63,135,0,0,13.1
ORD20240204-S08-00699,2024-02-04,S08,Hamburg,West,In-Store,46-60,None,Grocery,Fresh,13.37,1,0.049,14.79,159,0,0,-2.7
ORD20240311-S07-09294,2024-03-11,S07,Hamburg,South,Online,46-60,Silver,Clothing,Accessories,62.86,5,0.018,62.83,169,0,0,7.0
ORD20241216-S10-10561,2024-12-16,S10,Cologne,South,Online,36-45,None,Electronics,Phones,-1200.0,0,0.049,1119.94,93,0,0,6.2
ORD20240905-S06-09161,2024-09-05,S06,Frankfurt,East,In-Store,36-45,None,Grocery,Snacks,5.07,5,0.013,4.72,135,0,0,18.3
ORD20240428-S08-01503,2024-04-28,S08,Frankfurt,East,In-Store,26-35,None,Home,Kitchen,233.99,2,0.011,229.95,129,0,0,9.3
ORD20241114-S07-09311,2024-11-14,S07,Berlin,South,In-Store,36-45,Silver,Home,Appliances,265.5,3,0.045,305.24,142,0,0,5.0
ORD20240716-S06-01379,2024-07-16,S06,Munich,North,Online,26-35,None,Clothing,Kids,107.3,4,0.026,102.14,179,0,0,24.1
ORD20240818-S04-11284,2024-08-18,S04,Frankfurt,South,In-Store,36-45,None,Electronics,Laptops,881.61,5,0.047,928.43,180,0,0,25.2
ORD20240713-S04-03776,2024-07-13,S04,Berlin,North,In-Store,26-35,Gold,Home,Furniture,258.92,5,0.007,234.62,203,0,0,25.2
ORD20240405-S10-10662,2024-04-05,S10,Munich,West,In-Store,36-45,Bronze,Beauty,Haircare,32.11,2,0.093,30.27,104,1,0,9.4
ORD20240211-S08-03026,2024-02-11,S08,Frankfurt,South,In-Store,60+,None,Unknown/—,Pantry,-30.0,-10,0.266,31.54,69,1,0,4.0
ORD20241129-S01-04248,2024-11-29,S01,Frankfurt,East,In-Store,26-35,Silver,Beauty,Haircare,104.09,2,0.038,98.14,140,0,0,5.9
ORD20241224-S07-03425,2024-12-24,S07,Frankfurt,South,In-Store,36-45,Bronze,Clothing,Accessories,59.79,3,0.021,60.45,161,0,0,0.8
ORD20240827-S09-08951,2024-08-27,S09,Cologne,North,In-Store,46-60,None,Electronics,Accessories,666.45,5,0.007,605.64,146,0,0,22.3
ORD20241030-S01-07855,2024-10-30,S01,Frankfurt,South,Online,26-35,None,Electronics,Audio,-659.38,0,0.047,673.12,223,0,0,11.3
ORD20240501-S06-09197,2024-05-01,S06,Cologne,North,In-Store,26-35,None,Electronics,Accessories,550.29,4,0.024,605.67,207,0,1,12.5
ORD20240612-S10-11796,2024-06-12,S10,Frankfurt,West,In-Store,18-25,Silver,Beauty,Skincare,120.0,1,0.024,108.45,135,0,0,20.4
ORD20240827-S09-08905,2024-08-27,S09,Cologne,South,In-Store,36-45,None,Grocery,Fresh,11.54,4,0.006,10.43,137,0,0,17.0
ORD20240719-S02-00228,2024-07-19,S02,Munich,North,In-Store,36-45,None,Clothing,Accessories,101.41,4,0.037,96.92,108,0,0,22.3
ORD20240302-S04-08376,2024-03-02,S04,Hamburg,East,In-Store,36-45,Silver,Unknown/—,Appliances,-144.23,0,0.025,150.55,110,0,0,3.1
ORD20240209-S07-03490,2024-02-09,S07,Cologne,South,Online,18-25,Bronze,Grocery,Snacks,25.98,1,0.028,23.93,207,0,0,0.9
ORD20240929-S08-10979,2024-09-29,S08,Berlin,North,In-Store,36-45,Bronze,Grocery,Beverages,7.73,2,0.05,7.32,90,0,0,11.3
ORD20240531-S05-02472,2024-05-31,S05,Munich,South,Online,36-45,None,Beauty,Makeup,86.44,5,0.029,80.74,166,0,0,18.0
ORD20240619-S09-01953,2024-06-19,S09,Hamburg,West,In-Store,26-35,Bronze,Beauty,Makeup,68.13,3,0.008,69.66,179,0,0,23.9
ORD20240315-S04-11760,2024-03-15,S04,Cologne,South,In-Store,26-35,None,Clothing,Kids,31.49,4,0.012,29.87,177,0,0,7.1
ORD20240718-S03-03631,2024-07-18,S03,Munich,South,Online,26-35,Bronze,Home,Appliances,291.96,4,0.181,307.37,167,1,0,23.8
ORD20240128-S04-09704,2024-01-28,S04,Frankfurt,North,Online,18-25,Silver,Electronics,Phones,737.4,4,0.146,812.98,82,1,0,0.6
ORD20240615-S09-09200,2024-06-15,S09,Cologne,West,In-Store,60+,None,Home,Decor,600.0,5,0.004,594.22,147,0,0,19.5
ORD20241229-S06-02259,2024-12-29,S06,Hamburg,West,In-Store,18-25,Bronze,Home,Kitchen,532.49,2,0.01,605.01,167,0,0,5.8
ORD20241227-S05-06341,2024-12-27,S05,Cologne,East,Online,18-25,Silver,Electronics,Laptops,421.32,3,0.003,460.06,112,0,0,0.9
ORD20240328-S05-05373,2024-03-28,S05,Berlin,West,Online,26-35,Bronze,Grocery,Fresh,7.76,5,0.045,8.48,106,0,0,4.2
ORD20240410-S05-06516,2024-04-10,S05,Berlin,South,In-Store,36-45,None,Home,Furniture,182.06,4,0.02,174.94,145,0,0,6.0
ORD20240225-S04-11460,2024-02-25,S04,Hamburg,East,In-Store,46-60,Silver,Clothing,Women,51.97,3,0.025,47.43,182,0,0,4.0
ORD20240121-S02-10119,2024-01-21,S02,Frankfurt,West,In-Store,36-45,None,Electronics,Laptops,347.06,4,0.049,339.96,137,0,0,1.6
ORD20240309-S04-00252,2024-03-09,S04,Frankfurt,South,Online,36-45,None,Clothing,Accessories,23.07,4,0.047,25.49,166,0,0,5.2
ORD20240904-S05-09670,2024-09-04,S05,Hamburg,North,In-Store,26-35,None,Electronics,Audio,626.59,3,0.033,616.33,161,0,0,14.6
ORD20240809-S08-10196,2024-08-09,S08,Frankfurt,North,In-Store,26-35,None,Clothing,Kids,150.0,5,0.022,158.19,142,0,0,19.9
ORD20240718-S07-11162,2024-07-18,S07,Cologne,North,In-Store,60+,None,Beauty,Skincare,40.42,5,0.011,41.26,140,0,0,19.2
ORD20240314-S07-10760,2024-03-14,S07,Cologne,North,In-Store,46-60,None,Home,Appliances,409.43,2,0.03,447.85,105,0,0,8.4
ORD20240707-S02-07443,2024-07-07,S02,Cologne,West,In-Store,60+,Silver,Beauty,Skincare,44.75,4,0.226,45.91,126,1,0,16.1
ORD20240217-S03-03101,2024-02-17,S03,Berlin,West,In-Store,46-60,Bronze,Beauty,Skincare,52.63,3,0.023,47.94,142,0,0,0.8
ORD20240430-S08-06734,2024-04-30,S08,Cologne,West,In-Store,36-45,Silver,Clothing,Kids,82.9,2,0.011,81.25,178,0,0,11.8
ORD20240712-S05-03737,2024-07-12,S05,Hamburg,East,In-Store,18-25,None,Clothing,Men,41.01,4,0.026,42.5,180,0,0,16.4
ORD20240412-S02-08323,2024-04-12,S02,Munich,West,In-Store,36-45,Bronze,Clothing,Men,88.17,3,0.038,91.16,179,0,0,7.4
ORD20241113-S09-03119,2024-11-13,S09,Hamburg,West,In-Store,46-60,Gold,Beauty,Makeup,60.46,3,0.007,69.49,117,0,0,8.3
ORD20240715-S06-00930,2024-07-15,S06,Hamburg,South,Online,26-35,None,Clothing,Kids,87.02,1,0.33,88.11,142,1,0,23.0
ORD20241105-S02-01598,2024-11-05,S02,Hamburg,North,In-Store,36-45,None,Beauty,Haircare,101.64,5,0.263,109.43,158,1,0,8.8
ORD20240704-S04-09437,2024-07-04,S04,Berlin,East,Online,26-35,Silver,Electronics,Audio,1200.0,1,0.022,1233.99,177,0,0,19.0
ORD20240505-S07-11252,2024-05-05,S07,Frankfurt,North,In-Store,36-45,None,Clothing,Kids,62.82,5,0.025,71.15,140,0,0,9.8
ORD20241125-S09-04980,2024-11-25,S09,Berlin,South,Online,36-45,None,Home,Appliances,600.0,4,0.03,657.34,145,0,0,10.4
ORD20241001-S04-03365,2024-10-01,S04,Frankfurt,South,In-Store,26-35,None,Clothing,Men,27.15,1,0.023,27.99,146,0,0,11.9
ORD20240613-S01-09318,2024-06-13,S01,Hamburg,South,Online,46-60,None,Electronics,Laptops,417.25,2,0.047,433.8,211,0,0,17.1
ORD20240602-S01-05023,2024-06-02,S01,Frankfurt,West,In-Store,36-45,None,Clothing,Accessories,22.09,3,0.044,19.92,157,0,0,16.1
ORD20240407-S03-00205,2024-04-07,S03,Munich,North,In-Store,60+,Bronze,Beauty,Haircare,92.61,2,0.018,99.11,204,0,0,16.0
ORD20241205-S03-04368,2024-12-05,S03,Berlin,West,Online,46-60,None,Clothing,Men,0.0,-2,0.037,157.28,125,0,0,2.5
ORD20240906-S04-10751,2024-09-06,S04,Cologne,West,In-Store,36-45,Silver,Electronics,Audio,828.64,4,0.039,851.5,185,0,0,21.7
ORD20240421-S08-02186,2024-04-21,S08,Hamburg,West,Online,46-60,None,Clothing,Women,75.06,4,0.039,71.71,115,0,0,4.9
