order_id,order_date,store_id,city,region,channel,customer_age_group,loyalty_tier,category,subcategory,unit_price,quantity,discount_rate,competitor_price,stock_level,promo_flag,holiday_flag,weather_temp_c,line_price,line_discount,line_revenue
ORD20240726-S08-02797,2024-07-26,S08,Cologne,South,In-Store,26-35,nan,Beauty,Makeup,60.35,1.0,0.015,63.5,156,0,0,23.9,60.35,0.91,59.44
ORD20240727-S08-01727,2024-07-27,S08,Frankfurt,West,In-Store,36-45,Bronze,Unknown,Kitchen,105.805,3.0,0.013,66.65,208,0,0,22.5,317.415,4.13,313.29
ORD20240727-S08-02891,2024-07-27,S08,Cologne,North,Online,18-25,Gold,Grocery,Pantry,14.61,4.0,0.026,15.84,144,0,0,23.9,58.44,1.52,56.92
ORD20240727-S08-09535,2024-07-27,S08,Hamburg,North,Online,26-35,Gold,Clothing,Kids,101.98,4.0,0.028,103.12,139,0,0,21.0,407.92,11.42,396.5
ORD20240727-S10-08902,2024-07-27,S10,Frankfurt,West,Online,26-35,nan,Grocery,Pantry,13.76,1.0,0.067,13.1,147,1,0,21.0,13.76,0.92,12.84
ORD20240727-S09-06548,2024-07-27,S09,Berlin,East,Online,36-45,Gold,Grocery,Snacks,30.0,2.0,0.027,32.18,131,0,0,19.3,60.0,1.62,58.38
ORD20240727-S10-05198,2024-07-27,S10,Berlin,East,Online,46-60,Bronze,Electronics,Audio,1138.61,2.0,0.013,1251.17,220,0,0,22.2,2277.22,29.6,2247.62
ORD20240727-S10-11972,2024-07-27,S10,Munich,West,In-Store,36-45,nan,Home,Furniture,566.51,5.0,0.04,622.02,125,0,0,21.8,2832.55,113.3,2719.25
ORD20240727-S07-07003,2024-07-27,S07,Frankfurt,North,Online,60+,nan,Grocery,Snacks,25.48,3.0,0.237,24.04,119,1,0,19.4,76.44,18.12,58.32
ORD20240727-S08-11722,2024-07-27,S08,Munich,West,In-Store,26-35,nan,Beauty,Makeup,31.91,1.0,0.015,34.62,143,0,0,21.6,31.91,0.48,31.43
ORD20240727-S07-03683,2024-07-27,S07,Munich,North,In-Store,46-60,Silver,Home,Decor,184.78,3.0,0.002,176.6,121,0,0,15.8,554.34,1.11,553.23
ORD20240727-S03-11138,2024-07-27,S03,Frankfurt,East,Online,26-35,Bronze,Grocery,Snacks,11.05,1.0,0.017,12.28,188,0,0,20.0,11.05,0.19,10.86
ORD20240727-S04-06398,2024-07-27,S04,Berlin,East,In-Store,26-35,nan,Grocery,Pantry,14.07,3.0,0.035,12.9,80,0,0,22.6,42.21,1.48,40.73
ORD20240727-S01-02198,2024-07-27,S01,Cologne,West,Online,46-60,nan,Grocery,Fresh,30.0,4.0,0.157,32.01,168,1,0,17.5,120.0,18.84,101.16
ORD20240727-S01-04766,2024-07-27,S01,Berlin,East,Online,46-60,nan,Beauty,Makeup,111.96,5.0,0.021,105.23,135,0,0,25.7,559.8,11.76,548.04
ORD20240727-S01-11039,2024-07-27,S01,Munich,South,In-Store,18-25,Gold,Clothing,Accessories,117.29,4.0,0.047,109.82,141,0,0,19.0,469.16,22.05,447.11
ORD20240727-S02-00115,2024-07-27,S02,Munich,East,In-Store,36-45,nan,Clothing,Accessories,82.65,4.0,0.018,80.36,148,0,0,21.4,330.6,5.95,324.65
ORD20240727-S07-03593,2024-07-27,S07,Hamburg,West,In-Store,36-45,nan,Home,Kitchen,395.34,5.0,0.045,397.25,112,0,0,25.4,1976.6999999999998,88.95,1887.75
ORD20240727-S02-06047,2024-07-27,S02,Frankfurt,South,In-Store,26-35,nan,Clothing,Kids,150.0,3.0,0.032,136.63,116,0,0,21.8,450.0,14.4,435.6
ORD20240727-S02-02302,2024-07-27,S02,Berlin,South,In-Store,18-25,nan,Electronics,Laptops,557.81,5.0,0.135,596.68,106,1,0,21.2,2789.0499999999997,376.52,2412.53
ORD20240727-S02-09926,2024-07-27,S02,Berlin,West,In-Store,46-60,nan,Home,Furniture,273.1,1.0,0.042,306.37,131,0,0,25.3,273.1,11.47,261.63
ORD20240727-S02-11189,2024-07-27,S02,Munich,North,Online,26-35,nan,Clothing,Accessories,150.0,5.0,0.007,160.26,239,0,0,19.4,750.0,5.25,744.75
ORD20240727-S03-01543,2024-07-27,S03,Munich,West,In-Store,26-35,Bronze,Clothing,Women,79.295,10.0,0.047,143.98,138,0,0,21.7,792.95,37.27,755.68
ORD20240727-S03-08854,2024-07-27,S03,Hamburg,West,In-Store,18-25,nan,Grocery,Pantry,23.69,4.0,0.037,23.34,93,0,0,25.1,94.76,3.51,91.25
ORD20240727-S03-11173,2024-07-27,S03,Berlin,West,In-Store,46-60,nan,Grocery,Snacks,30.0,1.0,0.011,29.86,233,0,0,28.5,30.0,0.33,29.67
ORD20240727-S04-05784,2024-07-27,S04,Munich,South,In-Store,26-35,nan,Grocery,Beverages,9.68,2.0,0.006,9.18,133,0,0,26.1,19.36,0.12,19.24
ORD20240727-S02-08685,2024-07-27,S02,Cologne,South,In-Store,36-45,Bronze,Electronics,Laptops,500.26,4.0,0.018,555.28,106,0,0,18.9,2001.04,36.02,1965.02
ORD20240728-S08-00287,2024-07-28,S08,Hamburg,West,In-Store,46-60,Silver,Grocery,Fresh,5.47,3.0,0.272,4.96,145,1,0,17.4,16.41,4.46,11.95
ORD20240728-S06-07942,2024-07-28,S06,Hamburg,East,Online,18-25,nan,Grocery,Fresh,6.36,5.0,0.047,7.2,148,0,0,21.0,31.8,1.49,30.31
ORD20240728-S07-04976,2024-07-28,S07,Berlin,East,In-Store,26-35,Bronze,Home,Appliances,420.06,1.0,0.298,389.56,130,1,0,21.7,420.06,125.18,294.88
ORD20240728-S07-06990,2024-07-28,S07,Berlin,West,In-Store,26-35,nan,Electronics,Accessories,893.84,1.0,0.194,808.28,112,1,0,24.5,893.84,173.4,720.44
ORD20240728-S08-01630,2024-07-28,S08,Hamburg,North,Online,26-35,Bronze,Home,Decor,270.61,5.0,0.043,247.59,155,0,0,23.0,1353.0500000000002,58.18,1294.87
ORD20240728-S06-04891,2024-07-28,S06,Munich,West,In-Store,26-35,nan,Electronics,Laptops,668.74,1.0,0.027,725.66,112,0,0,19.4,668.74,18.06,650.68
ORD20240728-S08-09846,2024-07-28,S08,Frankfurt,West,Online,18-25,Silver,Clothing,Women,79.3,5.0,0.003,89.9,147,0,0,19.4,396.5,1.19,395.31
ORD20240728-S09-01454,2024-07-28,S09,Hamburg,East,In-Store,18-25,Bronze,Home,Kitchen,600.0,4.0,0.041,613.58,178,0,0,19.9,2400.0,98.4,2301.6
ORD20240728-S09-10957,2024-07-28,S09,Hamburg,North,Online,26-35,Silver,Grocery,Beverages,30.0,5.0,0.006,30.7,175,0,0,25.1,150.0,0.9,149.1
ORD20240728-S10-11989,2024-07-28,S10,Berlin,North,In-Store,18-25,Bronze,Electronics,Phones,1200.0,3.0,0.048,1198.68,103,0,0,20.9,3600.0,172.8,3427.2
ORD20240728-S08-03235,2024-07-28,S08,Hamburg,West,In-Store,26-35,Bronze,Grocery,Snacks,12.15,5.0,0.026,12.65,96,0,0,26.1,60.75,1.58,59.17
ORD20240728-S06-04185,2024-07-28,S06,Hamburg,West,In-Store,26-35,Silver,Home,Appliances,600.0,4.0,0.035,577.48,227,0,0,18.0,2400.0,84.0,2316.0
ORD20240728-S05-03234,2024-07-28,S05,Berlin,East,In-Store,26-35,Bronze,Clothing,Women,40.41,3.0,0.038,45.31,122,0,0,20.4,121.22999999999999,4.61,116.62
ORD20240728-S05-05614,2024-07-28,S05,Frankfurt,East,In-Store,26-35,Gold,Electronics,Laptops,1200.0,3.0,0.034,1245.25,131,0,0,17.9,3600.0,122.4,3477.6
ORD20240728-S05-10379,2024-07-28,S05,Berlin,North,In-Store,26-35,nan,Home,Kitchen,168.27,4.0,0.028,167.98,106,0,0,20.7,673.08,18.85,654.23
ORD20240728-S04-00569,2024-07-28,S04,Cologne,East,Online,36-45,nan,Beauty,Makeup,95.68,1.0,0.008,109.74,157,0,0,20.9,95.68,0.77,94.91
ORD20240728-S02-00977,2024-07-28,S02,Hamburg,East,Online,26-35,nan,Electronics,Accessories,163.8,2.0,0.029,187.52,141,0,0,24.1,327.6,9.5,318.1
ORD20240728-S01-09940,2024-07-28,S01,Frankfurt,North,Online,26-35,nan,Electronics,Accessories,1200.0,1.0,0.009,1175.84,220,0,0,20.7,1200.0,10.8,1189.2
ORD20240728-S01-06272,2024-07-28,S01,Hamburg,South,In-Store,46-60,Gold,Electronics,Audio,534.11,4.0,0.129,531.11,153,1,0,25.8,2136.44,275.6,1860.84
ORD20240728-S04-00921,2024-07-28,S04,Cologne,East,In-Store,18-25,Silver,Home,Appliances,527.92,3.0,0.236,527.97,109,1,0,24.8,1583.7599999999998,373.77,1209.99
ORD20240728-S04-03925,2024-07-28,S04,Berlin,West,Online,26-35,Silver,Grocery,Snacks,14.37,5.0,0.012,15.54,189,0,0,16.1,71.85,0.86,70.99
ORD20240728-S04-07355,2024-07-28,S04,Frankfurt,South,In-Store,26-35,nan,Grocery,Fresh,12.76,1.0,0.05,14.18,156,0,0,16.9,12.76,0.64,12.12
ORD20240728-S01-11598,2024-07-28,S01,Frankfurt,North,Online,36-45,Bronze,Clothing,Men,150.0,2.0,0.04,165.63,226,0,0,18.9,300.0,12.0,288.0
ORD20240728-S04-09290,2024-07-28,S04,Cologne,West,In-Store,18-25,nan,Electronics,Laptops,830.75,5.0,0.049,881.85,167,0,0,15.1,4153.75,203.53,3950.22
ORD20240728-S04-09811,2024-07-28,S04,Munich,East,In-Store,60+,nan,Electronics,Phones,216.73,1.0,0.045,212.61,105,0,0,19.7,216.73,9.75,206.98
ORD20240728-S05-00707,2024-07-28,S05,Frankfurt,South,In-Store,46-60,nan,Clothing,Kids,118.54,3.0,0.022,121.47,201,0,0,22.1,355.62,7.82,347.8
ORD20240728-S01-01758,2024-07-28,S01,Munich,North,Online,36-45,Silver,Beauty,Makeup,79.17,1.0,0.28,75.72,154,1,0,22.9,79.17,22.17,57.0
ORD20240728-S05-04657,2024-07-28,S05,Cologne,East,In-Store,26-35,nan,Beauty,Fragrance,21.08,1.0,0.002,23.29,126,0,0,21.2,21.08,0.04,21.04
ORD20240728-S05-04720,2024-07-28,S05,Berlin,East,In-Store,60+,Silver,Beauty,Makeup,73.86,2.0,0.015,73.28,62,0,0,18.8,147.72,2.22,145.5
ORD20240728-S05-05249,2024-07-28,S05,Berlin,East,Online,36-45,Bronze,Home,Appliances,513.88,1.0,0.015,534.21,166,0,0,28.4,513.88,7.71,506.17
ORD20240728-S04-07465,2024-07-28,S04,Hamburg,West,Online,36-45,nan,Beauty,Skincare,31.73,4.0,0.018,34.08,127,0,0,23.6,126.92,2.28,124.64
ORD20240729-S07-10903,2024-07-29,S07,Munich,North,In-Store,26-35,Gold,Beauty,Skincare,29.16,5.0,0.013,31.32,101,0,0,23.4,145.8,1.9,143.9
ORD20240729-S08-05479,2024-07-29,S08,Frankfurt,North,In-Store,26-35,nan,Grocery,Snacks,26.98,3.0,0.031,26.12,146,0,0,17.1,80.94,2.51,78.43
ORD20240729-S08-07230,2024-07-29,S08,Cologne,West,Online,26-35,Silver,Electronics,Laptops,1200.0,4.0,0.339,1127.33,154,1,0,23.0,4800.0,1627.2,3172.8
ORD20240729-S08-07405,2024-07-29,S08,Cologne,East,In-Store,26-35,Bronze,Beauty,Haircare,72.68,1.0,0.272,81.52,194,1,0,28.0,72.68,19.77,52.91
ORD20240729-S10-09139,2024-07-29,S10,Hamburg,West,Online,26-35,Bronze,Beauty,Skincare,65.09,5.0,0.17,59.18,194,1,0,24.7,325.45000000000005,55.33,270.12
ORD20240729-S10-05937,2024-07-29,S10,Frankfurt,North,In-Store,26-35,nan,Beauty,Fragrance,28.85,1.0,0.019,27.89,200,0,0,21.7,28.85,0.55,28.3
ORD20240729-S10-08869,2024-07-29,S10,Cologne,East,In-Store,26-35,nan,Home,Kitchen,406.6,5.0,0.006,411.18,156,0,0,16.4,2033.0,12.2,2020.8
ORD20240729-S10-11186,2024-07-29,S10,Hamburg,West,Online,46-60,Silver,Grocery,Beverages,7.85,4.0,0.039,7.76,250,0,0,25.7,31.4,1.22,30.18
ORD20240729-S07-02246,2024-07-29,S07,Hamburg,East,In-Store,46-60,nan,Clothing,Accessories,89.12,4.0,0.028,99.97,158,0,0,25.8,356.48,9.98,346.5
ORD20240729-S08-10216,2024-07-29,S08,Berlin,North,In-Store,36-45,nan,Grocery,Snacks,6.67,1.0,0.113,6.64,123,1,0,24.0,6.67,0.75,5.92
ORD20240729-S07-01343,2024-07-29,S07,Berlin,East,In-Store,46-60,Silver,Home,Appliances,112.49,4.0,0.04,110.94,171,0,0,21.3,449.96,18.0,431.96
ORD20240729-S05-05285,2024-07-29,S05,Munich,South,In-Store,26-35,Silver,Electronics,Audio,407.62,4.0,0.195,464.26,189,1,0,22.9,1630.48,317.94,1312.54
ORD20240729-S02-02736,2024-07-29,S02,Cologne,North,In-Store,36-45,Silver,Clothing,Men,98.33,2.0,0.04,94.87,132,0,0,23.0,196.66,7.87,188.79
ORD20240729-S01-01896,2024-07-29,S01,Frankfurt,West,In-Store,26-35,nan,Beauty,Skincare,109.28,4.0,0.032,109.53,133,0,0,21.6,437.12,13.99,423.13
ORD20240729-S01-07339,2024-07-29,S01,Berlin,East,Online,18-25,Bronze,Beauty,Haircare,103.85,4.0,0.009,96.14,158,0,0,22.8,415.4,3.74,411.66
ORD20240729-S01-09754,2024-07-29,S01,Cologne,West,In-Store,36-45,nan,Grocery,Fresh,30.0,5.0,0.287,29.45,148,1,0,25.4,150.0,43.05,106.95
ORD20240729-S06-03882,2024-07-29,S06,Frankfurt,South,In-Store,18-25,nan,Grocery,Pantry,21.36,3.0,0.01,24.24,134,0,0,18.6,64.08,0.64,63.44
ORD20240729-S02-05337,2024-07-29,S02,Hamburg,West,In-Store,46-60,Silver,Clothing,Men,65.69,5.0,0.0,60.51,144,0,0,20.7,328.45,0.0,328.45
ORD20240729-S02-11176,2024-07-29,S02,Hamburg,West,Online,18-25,Silver,Beauty,Makeup,101.28,4.0,0.252,113.71,170,1,0,21.3,405.12,102.09,303.03
ORD20240729-S03-11197,2024-07-29,S03,Munich,North,In-Store,26-35,Silver,Grocery,Fresh,20.77,5.0,0.008,21.47,94,0,0,21.0,103.85,0.83,103.02
ORD20240729-S03-08155,2024-07-29,S03,Cologne,South,In-Store,46-60,nan,Electronics,Laptops,1193.47,1.0,0.026,1268.37,152,0,0,20.4,1193.47,31.03,1162.44
ORD20240729-S04-03762,2024-07-29,S04,Frankfurt,North,Online,26-35,Bronze,Clothing,Accessories,201.6,3.0,0.011,39.55,107,0,0,26.0,604.8,6.65,598.15
ORD20240729-S04-04756,2024-07-29,S04,Cologne,West,In-Store,18-25,Silver,Clothing,Men,30.21,2.0,0.018,27.57,126,0,0,22.7,60.42,1.09,59.33
ORD20240729-S04-06378,2024-07-29,S04,Frankfurt,South,In-Store,36-45,nan,Clothing,Accessories,73.53,5.0,0.018,84.11,159,0,0,21.4,367.65,6.62,361.03
ORD20240729-S04-08184,2024-07-29,S04,Berlin,South,Online,60+,Silver,Electronics,Phones,514.66,4.0,0.044,506.7,147,0,0,23.2,2058.64,90.58,1968.06
ORD20240729-S04-09317,2024-07-29,S04,Cologne,South,Online,60+,nan,Clothing,Kids,150.0,4.0,0.023,157.13,133,0,0,17.6,600.0,13.8,586.2
ORD20240729-S05-00128,2024-07-29,S05,Cologne,North,Online,26-35,Gold,Beauty,Skincare,37.63,2.0,0.036,42.46,79,0,0,21.4,75.26,2.71,72.55
ORD20240729-S04-01764,2024-07-29,S04,Munich,East,In-Store,36-45,nan,Clothing,Women,64.31,4.0,0.007,64.47,191,0,0,21.7,257.24,1.8,255.44
ORD20240730-S10-01626,2024-07-30,S10,Cologne,East,In-Store,46-60,Silver,Electronics,Accessories,1200.0,1.0,0.041,1140.79,182,0,0,21.5,1200.0,49.2,1150.8
ORD20240730-S09-06394,2024-07-30,S09,Berlin,West,Online,36-45,nan,Home,Kitchen,469.77,2.0,0.049,460.39,231,0,0,18.0,939.54,46.04,893.5
ORD20240730-S09-07426,2024-07-30,S09,Frankfurt,East,In-Store,18-25,nan,Clothing,Kids,127.52,4.0,0.028,135.16,61,0,0,19.1,510.08,14.28,495.8
ORD20240730-S10-02625,2024-07-30,S10,Munich,East,Online,46-60,Silver,Clothing,Men,75.89,2.0,0.037,72.27,186,0,0,18.4,151.78,5.62,146.16
ORD20240730-S09-06078,2024-07-30,S09,Hamburg,South,Online,18-25,nan,Home,Appliances,350.31,3.0,0.037,378.37,181,0,0,14.0,1050.93,38.88,1012.05
ORD20240730-S10-09619,2024-07-30,S10,Hamburg,South,In-Store,18-25,Bronze,Beauty,Haircare,79.55,4.0,0.014,72.73,120,0,0,25.2,318.2,4.45,313.75
ORD20240730-S10-11355,2024-07-30,S10,Frankfurt,South,In-Store,46-60,Silver,Beauty,Makeup,65.55,10.0,0.005,116.33,179,0,0,26.8,655.5,3.28,652.22
ORD20240730-S10-11744,2024-07-30,S10,Cologne,North,In-Store,26-35,Gold,Clothing,Kids,67.18,2.0,0.256,70.98,197,1,0,21.5,134.36,34.4,99.96
ORD20240730-S10-08576,2024-07-30,S10,Cologne,West,In-Store,46-60,nan,Home,Furniture,375.08,5.0,0.008,430.54,220,0,0,23.9,1875.3999999999999,15.0,1860.4
ORD20240730-S09-04364,2024-07-30,S09,Frankfurt,North,In-Store,26-35,nan,Beauty,Haircare,34.52,1.0,0.036,36.49,171,0,0,21.1,34.52,1.24,33.28
ORD20240730-S02-00227,2024-07-30,S02,Cologne,West,In-Store,60+,Bronze,Beauty,Skincare,28.0,5.0,0.017,26.11,180,0,0,21.3,140.0,2.38,137.62
ORD20240730-S08-10553,2024-07-30,S08,Munich,West,In-Store,26-35,Silver,Electronics,Accessories,933.52,3.0,0.005,951.96,165,0,0,16.0,2800.56,14.0,2786.56
ORD20240730-S01-07467,2024-07-30,S01,Munich,South,In-Store,36-45,Silver,Electronics,Audio,682.22,2.0,0.026,773.02,164,0,0,21.7,1364.44,35.48,1328.96
ORD20240730-S01-10430,2024-07-30,S01,Hamburg,North,In-Store,26-35,nan,Beauty,Haircare,45.33,2.0,0.04,42.87,119,0,0,21.1,90.66,3.63,87.03
ORD20240730-S09-02529,2024-07-30,S09,Munich,North,In-Store,18-25,Silver,Clothing,Men,45.78,2.0,0.268,48.26,179,1,0,23.7,91.56,24.54,67.02
ORD20240730-S02-07772,2024-07-30,S02,Berlin,East,In-Store,26-35,nan,Home,Furniture,246.29,2.0,0.006,232.04,169,0,0,24.7,492.58,2.96,489.62
ORD20240730-S03-00534,2024-07-30,S03,Berlin,West,Online,36-45,nan,Electronics,Audio,913.01,2.0,0.007,943.89,143,0,0,14.5,1826.02,12.78,1813.24
ORD20240730-S04-03511,2024-07-30,S04,Berlin,South,Online,18-25,nan,Beauty,Fragrance,120.0,3.0,0.147,113.8,179,1,0,21.0,360.0,52.92,307.08
ORD20240730-S04-11090,2024-07-30,S04,Hamburg,West,In-Store,18-25,nan,Grocery,Fresh,5.61,2.0,0.014,5.6,173,0,0,15.5,11.22,0.16,11.06
ORD20240730-S04-07948,2024-07-30,S04,Munich,North,In-Store,46-60,nan,Grocery,Pantry,16.36,1.0,0.004,17.22,193,0,0,21.0,16.36,0.07,16.29
ORD20240730-S06-05862,2024-07-30,S06,Munich,East,Online,18-25,Bronze,Beauty,Skincare,65.17,4.0,0.045,67.92,123,0,0,21.8,260.68,11.73,248.95
ORD20240730-S07-02560,2024-07-30,S07,Munich,East,In-Store,36-45,Bronze,Electronics,Laptops,612.61,4.0,0.029,700.34,109,0,0,19.8,2450.44,71.06,2379.38
ORD20240730-S07-06585,2024-07-30,S07,Cologne,East,Online,18-25,nan,Grocery,Beverages,30.0,3.0,0.18,30.34,168,1,0,20.8,90.0,16.2,73.8
ORD20240730-S07-06658,2024-07-30,S07,Berlin,South,In-Store,18-25,nan,Beauty,Fragrance,33.44,1.0,0.041,32.05,151,0,0,19.8,33.44,1.37,32.07
ORD20240730-S08-03226,2024-07-30,S08,Berlin,East,In-Store,26-35,nan,Home,Furniture,316.14,1.0,0.046,311.26,116,0,0,23.8,316.14,14.54,301.6
ORD20240730-S08-05576,2024-07-30,S08,Berlin,West,In-Store,26-35,nan,Clothing,Men,119.57,4.0,0.014,122.54,175,0,0,13.0,478.28,6.7,471.58
ORD20240730-S06-00929,2024-07-30,S06,Cologne,East,Online,26-35,nan,Clothing,Accessories,54.38,4.0,0.098,50.95,221,1,0,20.0,217.52,21.32,196.2
ORD20240731-S09-06212,2024-07-31,S09,Hamburg,East,In-Store,46-60,nan,Home,Furniture,218.73,2.0,0.022,218.39,169,0,0,20.6,437.46,9.62,427.84
ORD20240731-S09-00676,2024-07-31,S09,Frankfurt,West,Online,46-60,Silver,Clothing,Kids,45.36,1.0,0.218,47.5,43,1,0,17.9,45.36,9.89,35.47
ORD20240731-S09-02678,2024-07-31,S09,Berlin,South,In-Store,26-35,nan,Grocery,Fresh,28.5,3.0,0.039,28.7,102,0,0,30.8,85.5,3.33,82.17
ORD20240731-S09-08520,2024-07-31,S09,Hamburg,West,In-Store,36-45,nan,Clothing,Women,42.19,4.0,0.045,45.22,163,0,0,22.0,168.76,7.59,161.17
ORD20240731-S08-11713,2024-07-31,S08,Cologne,West,In-Store,26-35,nan,Home,Decor,230.82,3.0,0.035,231.33,113,0,0,28.2,692.46,24.24,668.22
ORD20240731-S10-00423,2024-07-31,S10,Berlin,East,Online,36-45,nan,Grocery,Fresh,25.8,2.0,0.025,28.13,107,0,0,20.8,51.6,1.29,50.31
ORD20240731-S10-02718,2024-07-31,S10,Hamburg,East,In-Store,26-35,Silver,Home,Furniture,445.79,4.0,0.033,439.69,87,0,0,25.5,1783.16,58.84,1724.32
ORD20240731-S10-07748,2024-07-31,S10,Cologne,West,In-Store,60+,Bronze,Grocery,Snacks,3.75,1.0,0.004,4.26,169,0,0,21.8,3.75,0.02,3.73
ORD20240731-S10-11352,2024-07-31,S10,Frankfurt,North,Online,60+,Bronze,Home,Furniture,365.82,1.0,0.144,391.76,163,1,0,27.1,365.82,52.68,313.14
ORD20240731-S10-11993,2024-07-31,S10,Berlin,South,In-Store,60+,nan,Electronics,Audio,242.58,4.0,0.044,266.6,200,0,0,19.6,970.32,42.69,927.63
ORD20240731-S09-09936,2024-07-31,S09,Berlin,West,In-Store,26-35,Bronze,Beauty,Makeup,55.24,3.0,0.045,61.95,131,0,0,20.9,165.72,7.46,158.26
ORD20240731-S08-03801,2024-07-31,S08,Frankfurt,North,In-Store,36-45,Bronze,Home,Furniture,466.92,5.0,0.009,519.45,145,0,0,25.7,2334.6,21.01,2313.59
ORD20240731-S09-03074,2024-07-31,S09,Frankfurt,North,In-Store,36-45,Bronze,Home,Kitchen,531.34,3.0,0.014,506.26,145,0,0,19.4,1594.02,22.32,1571.7
ORD20240731-S07-08309,2024-07-31,S07,Frankfurt,South,In-Store,26-35,Silver,Home,Furniture,225.55,1.0,0.001,216.21,86,0,0,22.9,225.55,0.23,225.32
ORD20240731-S08-03541,2024-07-31,S08,Munich,North,In-Store,26-35,Bronze,Electronics,Accessories,914.12,3.0,0.014,1014.95,148,0,0,19.3,2742.36,38.39,2703.97
ORD20240731-S02-00596,2024-07-31,S02,Berlin,West,In-Store,36-45,Bronze,Grocery,Pantry,17.76,4.0,0.108,18.74,140,1,0,20.9,71.04,7.67,63.37
ORD20240731-S03-07498,2024-07-31,S03,Berlin,South,Online,18-25,nan,Grocery,Pantry,17.27,3.0,0.038,17.34,172,0,0,26.5,51.81,1.97,49.84
ORD20240731-S03-09900,2024-07-31,S03,Hamburg,East,In-Store,18-25,nan,Electronics,Laptops,544.32,1.0,0.015,578.29,145,0,0,21.1,544.32,8.16,536.16
ORD20240731-S04-02728,2024-07-31,S04,Berlin,North,In-Store,36-45,Silver,Clothing,Kids,133.04,5.0,0.226,150.66,236,1,0,25.3,665.1999999999999,150.34,514.86
ORD20240731-S04-07965,2024-07-31,S04,Frankfurt,North,In-Store,26-35,nan,Beauty,Makeup,29.05,2.0,0.035,32.57,112,0,0,20.9,58.1,2.03,56.07
ORD20240731-S04-10163,2024-07-31,S04,Frankfurt,West,Online,36-45,Silver,Grocery,Pantry,15.41,1.0,0.012,17.58,104,0,0,20.7,15.41,0.18,15.23
ORD20240731-S05-00265,2024-07-31,S05,Munich,North,Online,36-45,Silver,Grocery,Pantry,11.91,3.0,0.015,13.33,138,0,0,21.9,35.730000000000004,0.54,35.19
ORD20240731-S02-03750,2024-07-31,S02,Frankfurt,South,In-Store,26-35,Bronze,Beauty,Skincare,80.37,2.0,0.077,81.27,182,1,0,18.3,160.74,12.38,148.36
ORD20240731-S05-09329,2024-07-31,S05,Cologne,North,In-Store,18-25,Bronze,Home,Decor,600.0,5.0,0.119,621.69,164,1,0,20.1,3000.0,357.0,2643.0
ORD20240731-S05-11730,2024-07-31,S05,Hamburg,North,Online,36-45,nan,Grocery,Snacks,10.85,3.0,0.001,11.18,169,0,0,20.9,32.55,0.03,32.52
ORD20240731-S06-04661,2024-07-31,S06,Berlin,South,In-Store,36-45,nan,Electronics,Phones,443.28,2.0,0.016,430.76,161,0,0,19.2,886.56,14.18,872.38
ORD20240731-S06-11293,2024-07-31,S06,Frankfurt,North,Online,26-35,Gold,Clothing,Kids,108.67,2.0,0.043,115.86,160,0,0,19.6,217.34,9.35,207.99
ORD20240731-S06-11816,2024-07-31,S06,Frankfurt,East,Online,26-35,Bronze,Electronics,Laptops,581.96,2.0,0.042,627.52,91,0,0,22.0,1163.92,48.88,1115.04
ORD20240731-S07-01759,2024-07-31,S07,Munich,South,In-Store,36-45,Bronze,Electronics,Laptops,1171.23,2.0,0.026,1059.58,82,0,0,22.0,2342.46,60.9,2281.56
ORD20240731-S07-03136,2024-07-31,S07,Munich,South,Online,36-45,Bronze,Electronics,Laptops,667.38,2.0,0.191,628.71,123,1,0,20.2,1334.76,254.94,1079.82
ORD20240731-S05-05591,2024-07-31,S05,Frankfurt,South,In-Store,18-25,nan,Clothing,Kids,54.78,3.0,0.016,54.2,140,0,0,21.3,164.34,2.63,161.71
ORD20240801-S07-04375,2024-08-01,S07,Frankfurt,South,In-Store,26-35,Silver,Clothing,Women,65.23,5.0,0.045,67.73,220,0,0,16.6,326.15000000000003,14.68,311.47
ORD20240801-S07-08779,2024-08-01,S07,Hamburg,West,In-Store,26-35,nan,Electronics,Laptops,1200.0,4.0,0.028,1083.62,165,0,0,26.4,4800.0,134.4,4665.6
ORD20240801-S07-10296,2024-08-01,S07,Munich,South,In-Store,46-60,Silver,Home,Furniture,123.41,2.0,0.026,122.48,120,0,0,20.8,246.82,6.42,240.4
ORD20240801-S07-11342,2024-08-01,S07,Frankfurt,West,In-Store,36-45,nan,Electronics,Laptops,658.02,3.0,0.017,678.18,185,0,0,20.8,1974.06,33.56,1940.5
ORD20240801-S08-09747,2024-08-01,S08,Munich,East,Online,46-60,Silver,Home,Appliances,463.11,3.0,0.043,515.4,120,0,0,17.8,1389.33,59.74,1329.59
ORD20240801-S08-09949,2024-08-01,S08,Hamburg,West,Online,36-45,Gold,Grocery,Snacks,18.06,4.0,0.022,19.9,139,0,0,19.4,72.24,1.59,70.65
ORD20240801-S10-04897,2024-08-01,S10,Hamburg,North,In-Store,26-35,nan,Electronics,Audio,717.92,2.0,0.018,672.45,190,0,0,23.5,1435.84,25.85,1409.99
ORD20240801-S09-09232,2024-08-01,S09,Munich,East,In-Store,26-35,nan,Home,Furniture,600.0,3.0,0.032,614.62,186,0,0,21.4,1800.0,57.6,1742.4
ORD20240801-S10-02036,2024-08-01,S10,Cologne,East,Online,18-25,Bronze,Clothing,Kids,130.57,2.0,0.008,147.15,142,0,0,21.9,261.14,2.09,259.05
